"Year","OSHPD Facility Number","Facility Name","County Name","Expected Payer","Count","Total Inpatient Stays"
2010,"190696","PACIFICA HOSPITAL OF THE VALLEY","LOS ANGELES","Workers' Compensation",3,5413
2010,"190696","PACIFICA HOSPITAL OF THE VALLEY","LOS ANGELES","County Indigent Programs",29,5413
2010,"190696","PACIFICA HOSPITAL OF THE VALLEY","LOS ANGELES","Self Pay",259,5413
2010,"190708","SHERMAN OAKS HOSPITAL","LOS ANGELES","Medicare",2434,3978
2010,"190708","SHERMAN OAKS HOSPITAL","LOS ANGELES","Medi-Cal",794,3978
2010,"190708","SHERMAN OAKS HOSPITAL","LOS ANGELES","Private Coverage",488,3978
2010,"190708","SHERMAN OAKS HOSPITAL","LOS ANGELES","Workers' Compensation",55,3978
2010,"190708","SHERMAN OAKS HOSPITAL","LOS ANGELES","Self Pay",207,3978
2010,"190712","SHRINERS HOSPITAL FOR  CHILDREN - L.A.","LOS ANGELES","Private Coverage",1537,1537
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Medicare",4885,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Medi-Cal",15439,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Private Coverage",2378,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Workers' Compensation",21,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","County Indigent Programs",1,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Other Government",12,25131
2010,"190754","ST. FRANCIS MEDICAL CENTER","LOS ANGELES","Self Pay",2395,25131
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Medicare",7007,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Medi-Cal",159,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Private Coverage",8269,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Workers' Compensation",174,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Other Government",20,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Other Indigent",6,15947
2010,"190756","ST. JOHN'S HEALTH CENTER","LOS ANGELES","Self Pay",312,15947
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Medicare",7287,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Medi-Cal",4725,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Private Coverage",7348,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Workers' Compensation",115,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Other Government",114,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Other Indigent",4,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Self Pay",445,20071
2010,"190758","PROVIDENCE SAINT JOSEPH MEDICAL CENTER","LOS ANGELES","Other Payer",33,20071
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Medicare",5050,9247
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Medi-Cal",1295,9247
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Private Coverage",2617,9247
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Other Government",17,9247
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Self Pay",192,9247
2010,"190762","ST. VINCENT MEDICAL CENTER","LOS ANGELES","Other Payer",76,9247
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Medicare",1620,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Medi-Cal",1274,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Private Coverage",464,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Workers' Compensation",127,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Other Government",7,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Self Pay",156,3874
2010,"190766","COAST PLAZA DOCTORS HOSPITAL","LOS ANGELES","Other Payer",226,3874
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","Medicare",1,2144
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","Medi-Cal",3,2144
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","Private Coverage",853,2144
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","County Indigent Programs",4,2144
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","Other Government",1176,2144
2010,"190782","TARZANA TREATMENT CENTER","LOS ANGELES","Self Pay",107,2144
2010,"190784","TEMPLE COMMUNITY HOSPITAL","LOS ANGELES","Medicare",2043,3266
2010,"190784","TEMPLE COMMUNITY HOSPITAL","LOS ANGELES","Medi-Cal",922,3266
2010,"190784","TEMPLE COMMUNITY HOSPITAL","LOS ANGELES","Private Coverage",142,3266
2010,"190784","TEMPLE COMMUNITY HOSPITAL","LOS ANGELES","Workers' Compensation",154,3266
2010,"190784","TEMPLE COMMUNITY HOSPITAL","LOS ANGELES","Self Pay",5,3266
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Medicare",6890,25148
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Medi-Cal",4766,25148
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Private Coverage",11258,25148
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Workers' Compensation",105,25148
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Other Government",1431,25148
2010,"190796","RONALD REAGAN UCLA MEDICAL CENTER","LOS ANGELES","Self Pay",698,25148
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Medicare",4042,21006
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Medi-Cal",8592,21006
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Private Coverage",7296,21006
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Workers' Compensation",223,21006
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Self Pay",721,21006
2010,"190812","VALLEY PRESBYTERIAN HOSPITAL","LOS ANGELES","Other Payer",132,21006
2010,"190814","HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS","LOS ANGELES","Medicare",1404,3166
2010,"190814","HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS","LOS ANGELES","Medi-Cal",1758,3166
2010,"190814","HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS","LOS ANGELES","Private Coverage",4,3166
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Medicare",3725,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Medi-Cal",203,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Private Coverage",3048,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Workers' Compensation",10,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Other Government",29,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Other Indigent",4,7195
2010,"190818","VERDUGO HILLS HOSPITAL","LOS ANGELES","Self Pay",176,7195
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Medicare",2379,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Medi-Cal",1832,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Private Coverage",195,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Other Government",6,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Other Indigent",3,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Self Pay",103,4520
2010,"190854","LOS ANGELES METROPOLITAN MEDICAL CENTER","LOS ANGELES","Other Payer",2,4520
2010,"190857","DOCTORS HOSPITAL OF WEST COVINA, INC","LOS ANGELES","Medicare",82,227
2010,"190857","DOCTORS HOSPITAL OF WEST COVINA, INC","LOS ANGELES","Medi-Cal",24,227
2010,"190857","DOCTORS HOSPITAL OF WEST COVINA, INC","LOS ANGELES","Private Coverage",92,227
2010,"190857","DOCTORS HOSPITAL OF WEST COVINA, INC","LOS ANGELES","Workers' Compensation",13,227
2010,"190857","DOCTORS HOSPITAL OF WEST COVINA, INC","LOS ANGELES","Self Pay",16,227
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Medicare",3983,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Medi-Cal",509,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Private Coverage",3844,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Workers' Compensation",68,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Other Government",59,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Other Indigent",65,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Self Pay",377,8908
2010,"190859","WEST HILLS HOSPITAL AND MEDICAL CENTER","LOS ANGELES","Other Payer",3,8908
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Medicare",5743,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Medi-Cal",13102,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Private Coverage",2534,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Workers' Compensation",54,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Other Government",765,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Other Indigent",458,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Self Pay",217,23057
2010,"190878","WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","Other Payer",184,23057
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Medicare",2701,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Medi-Cal",4524,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Private Coverage",2290,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Workers' Compensation",20,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Other Government",89,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Other Indigent",227,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Self Pay",243,10196
2010,"190883","WHITTIER HOSPITAL MEDICAL CENTER","LOS ANGELES","Other Payer",102,10196
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Medicare",439,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Medi-Cal",203,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Private Coverage",1087,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Workers' Compensation",2,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Other Government",24,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Other Indigent",78,1864
2010,"190930","RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","LOS ANGELES","Self Pay",31,1864
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Medicare",4785,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Medi-Cal",1521,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Private Coverage",6129,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Workers' Compensation",179,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Other Government",35,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Other Indigent",57,13610
2010,"190949","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","LOS ANGELES","Self Pay",904,13610
2010,"191216","USC KENNETH NORRIS, JR. CANCER HOSPITAL","LOS ANGELES","Medicare",132,277
2010,"191216","USC KENNETH NORRIS, JR. CANCER HOSPITAL","LOS ANGELES","Medi-Cal",13,277
2010,"191216","USC KENNETH NORRIS, JR. CANCER HOSPITAL","LOS ANGELES","Private Coverage",125,277
2010,"191216","USC KENNETH NORRIS, JR. CANCER HOSPITAL","LOS ANGELES","Workers' Compensation",6,277
2010,"191216","USC KENNETH NORRIS, JR. CANCER HOSPITAL","LOS ANGELES","Other Government",1,277
2010,"191225","TOM REDGATE MEMORIAL RECOVERY CENTER","LOS ANGELES","Other Government",667,667
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Medicare",2099,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Medi-Cal",12519,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Private Coverage",911,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Workers' Compensation",38,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","County Indigent Programs",4241,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Other Government",616,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Self Pay",2715,23241
2010,"191227","LAC/HARBOR-UCLA MEDICAL CENTER","LOS ANGELES","Other Payer",102,23241
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Medicare",2103,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Medi-Cal",19324,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Private Coverage",998,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Workers' Compensation",216,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","County Indigent Programs",6204,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Other Government",3260,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Self Pay",2993,35122
2010,"191228","LAC+USC MEDICAL CENTER","LOS ANGELES","Other Payer",24,35122
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Medicare",936,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Medi-Cal",7929,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Private Coverage",143,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","County Indigent Programs",3438,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Other Government",781,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Self Pay",1041,14270
2010,"191231","LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","LOS ANGELES","Other Payer",2,14270
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Medicare",400,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Medi-Cal",2261,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Private Coverage",65,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Workers' Compensation",5,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","County Indigent Programs",1106,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Other Government",49,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Self Pay",111,3998
2010,"191306","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","LOS ANGELES","Other Payer",1,3998
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Medicare",6326,13703
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Medi-Cal",263,13703
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Private Coverage",6870,13703
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Workers' Compensation",11,13703
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Other Government",7,13703
2010,"191450","KAISER FND HOSP - WOODLAND HILLS","LOS ANGELES","Self Pay",226,13703
2010,"194010","AMERICAN RECOVERY CENTER","LOS ANGELES","Medi-Cal",1,1353
2010,"194010","AMERICAN RECOVERY CENTER","LOS ANGELES","Other Government",1348,1353
2010,"194010","AMERICAN RECOVERY CENTER","LOS ANGELES","Self Pay",4,1353
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Medicare",4247,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Medi-Cal",875,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Private Coverage",4135,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Workers' Compensation",159,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Other Government",145,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Other Indigent",8,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Self Pay",28,9603
2010,"194219","USC UNIVERSITY HOSPITAL","LOS ANGELES","Other Payer",6,9603
2010,"194967","STAR VIEW ADOLESCENT - P H F","LOS ANGELES","Other Government",75,75
2010,"194981","LA CASA PSYCHIATRIC HEALTH FACILITY","LOS ANGELES","Medi-Cal",93,113
2010,"194981","LA CASA PSYCHIATRIC HEALTH FACILITY","LOS ANGELES","County Indigent Programs",20,113
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Medicare",6065,17980
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Medi-Cal",606,17980
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Private Coverage",11051,17980
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Workers' Compensation",15,17980
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Other Government",3,17980
2010,"196035","KAISER FND HOSP - BALDWIN PARK","LOS ANGELES","Self Pay",240,17980
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Medicare",43,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Medi-Cal",9348,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Private Coverage",7084,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Workers' Compensation",1,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","County Indigent Programs",2,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Other Government",2271,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Self Pay",796,19550
2010,"196168","EARL AND LORRAINE MILLER CHILDRENS HOSPITAL","LOS ANGELES","Other Payer",5,19550
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Medicare",7054,23910
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Medi-Cal",1453,23910
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Private Coverage",14800,23910
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Workers' Compensation",4,23910
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Other Government",43,23910
2010,"196403","KAISER FOUNDATION HOSPITAL - DOWNEY","LOS ANGELES","Self Pay",556,23910
2010,"196404","JOYCE EISENBERG KEEFER MEDICAL CENTER","LOS ANGELES","Medicare",157,373
2010,"196404","JOYCE EISENBERG KEEFER MEDICAL CENTER","LOS ANGELES","Medi-Cal",137,373
2010,"196404","JOYCE EISENBERG KEEFER MEDICAL CENTER","LOS ANGELES","Private Coverage",29,373
2010,"196404","JOYCE EISENBERG KEEFER MEDICAL CENTER","LOS ANGELES","Other Payer",50,373
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Medicare",1464,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Medi-Cal",3916,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Private Coverage",931,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Workers' Compensation",5,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","County Indigent Programs",209,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Other Government",483,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Other Indigent",15,7224
2010,"201281","MADERA COMMUNITY HOSPITAL","MADERA","Self Pay",201,7224
2010,"204019","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA","MADERA","Medicare",19,13463
2010,"204019","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA","MADERA","Medi-Cal",9776,13463
2010,"204019","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA","MADERA","Private Coverage",3463,13463
2010,"204019","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA","MADERA","Other Government",180,13463
2010,"204019","CHILDREN'S HOSPITAL CENTRAL CALIFORNIA","MADERA","Self Pay",25,13463
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Medicare",3655,5921
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Medi-Cal",49,5921
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Private Coverage",2124,5921
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Workers' Compensation",27,5921
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Other Government",1,5921
2010,"210992","KAISER FND HOSP - SAN RAFAEL","MARIN","Self Pay",65,5921
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Medicare",306,489
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Medi-Cal",5,489
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Private Coverage",130,489
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Workers' Compensation",4,489
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Other Government",42,489
2010,"210993","KENTFIELD REHABILITATION HOSPITAL","MARIN","Self Pay",2,489
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Medicare",4350,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Medi-Cal",2188,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Private Coverage",3486,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Workers' Compensation",69,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","County Indigent Programs",419,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Other Government",284,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Other Indigent",2,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Self Pay",276,11085
2010,"211006","MARIN GENERAL HOSPITAL","MARIN","Other Payer",11,11085
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Medicare",1003,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Medi-Cal",112,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Private Coverage",419,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Workers' Compensation",12,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","County Indigent Programs",82,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Other Government",27,1689
2010,"214034","NOVATO COMMUNITY HOSPITAL","MARIN","Self Pay",34,1689
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Medicare",201,275
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Medi-Cal",41,275
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Private Coverage",21,275
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Workers' Compensation",1,275
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Self Pay",9,275
2010,"220733","JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","Other Payer",2,275
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Medicare",698,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Medi-Cal",209,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Private Coverage",304,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Workers' Compensation",32,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","County Indigent Programs",99,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Other Government",20,1402
2010,"230949","FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","Self Pay",40,1402
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","Medicare",757,1488
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","Medi-Cal",391,1488
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","Private Coverage",243,1488
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","Workers' Compensation",3,1488
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","County Indigent Programs",75,1488
2010,"231013","MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","Self Pay",19,1488
2010,"231396","UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE","MENDOCINO","Medicare",1602,4707
2010,"231396","UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE","MENDOCINO","Medi-Cal",1736,4707
2010,"231396","UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE","MENDOCINO","Private Coverage",968,4707
2010,"231396","UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE","MENDOCINO","Workers' Compensation",25,4707
