Residence State,Residence State Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths
Illinois,17,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,75-84 years,75-84,77
Illinois,17,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,85+ years,85+,126
Illinois,17,Other diseases of the digestive system,K90-K92,45-54 years,45-54,23
Illinois,17,Other diseases of the digestive system,K90-K92,55-64 years,55-64,47
Illinois,17,Other diseases of the digestive system,K90-K92,65-74 years,65-74,92
Illinois,17,Other diseases of the digestive system,K90-K92,75-84 years,75-84,110
Illinois,17,Other diseases of the digestive system,K90-K92,85+ years,85+,164
Illinois,17,Infections of the skin and subcutaneous tissue,L00-L08,55-64 years,55-64,15
Illinois,17,Infections of the skin and subcutaneous tissue,L00-L08,65-74 years,65-74,26
Illinois,17,Infections of the skin and subcutaneous tissue,L00-L08,75-84 years,75-84,35
Illinois,17,Infections of the skin and subcutaneous tissue,L00-L08,85+ years,85+,29
Illinois,17,Other disorders of the skin and subcutaneous tissue,L80-L98,55-64 years,55-64,13
Illinois,17,Other disorders of the skin and subcutaneous tissue,L80-L98,65-74 years,65-74,23
Illinois,17,Other disorders of the skin and subcutaneous tissue,L80-L98,75-84 years,75-84,22
Illinois,17,Other disorders of the skin and subcutaneous tissue,L80-L98,85+ years,85+,25
Illinois,17,Arthropathies,M00-M25,55-64 years,55-64,15
Illinois,17,Arthropathies,M00-M25,65-74 years,65-74,30
Illinois,17,Arthropathies,M00-M25,75-84 years,75-84,23
Illinois,17,Arthropathies,M00-M25,85+ years,85+,28
Illinois,17,Systemic connective tissue disorders,M30-M35,35-44 years,35-44,10
Illinois,17,Systemic connective tissue disorders,M30-M35,45-54 years,45-54,20
Illinois,17,Systemic connective tissue disorders,M30-M35,55-64 years,55-64,19
Illinois,17,Systemic connective tissue disorders,M30-M35,65-74 years,65-74,31
Illinois,17,Systemic connective tissue disorders,M30-M35,75-84 years,75-84,25
Illinois,17,Dorsopathies,M40-M54,65-74 years,65-74,14
Illinois,17,Dorsopathies,M40-M54,75-84 years,75-84,17
Illinois,17,Dorsopathies,M40-M54,85+ years,85+,24
Illinois,17,Soft tissue disorders,M60-M79,55-64 years,55-64,20
Illinois,17,Soft tissue disorders,M60-M79,65-74 years,65-74,20
Illinois,17,Soft tissue disorders,M60-M79,75-84 years,75-84,29
Illinois,17,Soft tissue disorders,M60-M79,85+ years,85+,23
Illinois,17,Osteopathies and chondropathies,M80-M94,45-54 years,45-54,12
Illinois,17,Osteopathies and chondropathies,M80-M94,55-64 years,55-64,13
Illinois,17,Osteopathies and chondropathies,M80-M94,65-74 years,65-74,41
Illinois,17,Osteopathies and chondropathies,M80-M94,75-84 years,75-84,36
Illinois,17,Osteopathies and chondropathies,M80-M94,85+ years,85+,77
Illinois,17,Glomerular diseases,N00-N07,75-84 years,75-84,13
Illinois,17,Renal tubulo-interstitial diseases,N10-N15,65-74 years,65-74,10
Illinois,17,Renal tubulo-interstitial diseases,N10-N15,75-84 years,75-84,22
Illinois,17,Renal tubulo-interstitial diseases,N10-N15,85+ years,85+,34
Illinois,17,Renal failure,N17-N19,25-34 years,25-34,14
Illinois,17,Renal failure,N17-N19,35-44 years,35-44,29
Illinois,17,Renal failure,N17-N19,45-54 years,45-54,112
Illinois,17,Renal failure,N17-N19,55-64 years,55-64,293
Illinois,17,Renal failure,N17-N19,65-74 years,65-74,556
Illinois,17,Renal failure,N17-N19,75-84 years,75-84,759
Illinois,17,Renal failure,N17-N19,85+ years,85+,850
Illinois,17,Other disorders of kidney and ureter,N25-N28,45-54 years,45-54,14
Illinois,17,Other disorders of kidney and ureter,N25-N28,55-64 years,55-64,10
Illinois,17,Other disorders of kidney and ureter,N25-N28,65-74 years,65-74,49
Illinois,17,Other disorders of kidney and ureter,N25-N28,75-84 years,75-84,68
Illinois,17,Other disorders of kidney and ureter,N25-N28,85+ years,85+,64
Illinois,17,Other diseases of urinary system,N30-N39,45-54 years,45-54,10
Illinois,17,Other diseases of urinary system,N30-N39,55-64 years,55-64,41
Illinois,17,Other diseases of urinary system,N30-N39,65-74 years,65-74,121
Illinois,17,Other diseases of urinary system,N30-N39,75-84 years,75-84,171
Illinois,17,Other diseases of urinary system,N30-N39,85+ years,85+,242
Illinois,17,"Other obstetric conditions, not elsewhere classified",O95-O99,25-34 years,25-34,19
Illinois,17,"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00-P04,< 1 year,1,71
Illinois,17,Disorders related to length of gestation and fetal growth,P05-P08,< 1 year,1,147
Illinois,17,Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,< 1 year,1,72
Illinois,17,Infections specific to the perinatal period,P35-P39,< 1 year,1,23
Illinois,17,Haemorrhagic and haematological disorders of newborn,P50-P61,< 1 year,1,21
Illinois,17,Other disorders originating in the perinatal period,P90-P96,< 1 year,1,14
Illinois,17,Congenital malformations of the nervous system,Q00-Q07,< 1 year,1,18
Illinois,17,Congenital malformations of the circulatory system,Q20-Q28,< 1 year,1,46
Illinois,17,Congenital malformations of the circulatory system,Q20-Q28,35-44 years,35-44,11
Illinois,17,Congenital malformations of the circulatory system,Q20-Q28,55-64 years,55-64,10
Illinois,17,Congenital malformations of the urinary system,Q60-Q64,< 1 year,1,15
Illinois,17,Congenital malformations and deformations of the musculoskeletal system,Q65-Q79,< 1 year,1,19
Illinois,17,Other congenital malformations,Q80-Q89,< 1 year,1,18
Illinois,17,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,< 1 year,1,24
Illinois,17,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,45-54 years,45-54,11
Illinois,17,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,55-64 years,55-64,24
Illinois,17,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,55-64 years,55-64,16
Illinois,17,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,65-74 years,65-74,20
Illinois,17,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,75-84 years,75-84,25
Illinois,17,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,85+ years,85+,25
Illinois,17,Symptoms and signs involving the digestive system and abdomen,R10-R19,85+ years,85+,35
Illinois,17,General symptoms and signs,R50-R68,25-34 years,25-34,13
Illinois,17,General symptoms and signs,R50-R68,35-44 years,35-44,16
Illinois,17,General symptoms and signs,R50-R68,45-54 years,45-54,25
Illinois,17,General symptoms and signs,R50-R68,55-64 years,55-64,40
Illinois,17,General symptoms and signs,R50-R68,65-74 years,65-74,88
Illinois,17,General symptoms and signs,R50-R68,75-84 years,75-84,155
Illinois,17,General symptoms and signs,R50-R68,85+ years,85+,453
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,< 1 year,1,95
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,15-24 years,15-24,22
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,25-34 years,25-34,38
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,35-44 years,35-44,42
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,45-54 years,45-54,40
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,55-64 years,55-64,50
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,65-74 years,65-74,27
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,75-84 years,75-84,18
Illinois,17,Ill-defined and unknown causes of mortality,R95-R99,85+ years,85+,31
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,15-24 years,15-24,32
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,25-34 years,25-34,148
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,35-44 years,35-44,372
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,45-54 years,45-54,847
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,55-64 years,55-64,1909
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,65-74 years,65-74,2749
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,75-84 years,75-84,2761
Illinois,17,Provisional assignment of new diseases of uncertain etiology,U00-U49,85+ years,85+,2469
Illinois,17,Transport accidents,V01-V99,5-14 years,5-14,34
Illinois,17,Transport accidents,V01-V99,15-24 years,15-24,237
Illinois,17,Transport accidents,V01-V99,25-34 years,25-34,288
Illinois,17,Transport accidents,V01-V99,35-44 years,35-44,221
Illinois,17,Transport accidents,V01-V99,45-54 years,45-54,225
Illinois,17,Transport accidents,V01-V99,55-64 years,55-64,210
Illinois,17,Transport accidents,V01-V99,65-74 years,65-74,166
Illinois,17,Transport accidents,V01-V99,75-84 years,75-84,90
Illinois,17,Transport accidents,V01-V99,85+ years,85+,54
Illinois,17,Other external causes of accidental injury,W00-X59,< 1 year,1,41
Illinois,17,Other external causes of accidental injury,W00-X59,1-4 years,1-4,28
Illinois,17,Other external causes of accidental injury,W00-X59,5-14 years,5-14,19
Illinois,17,Other external causes of accidental injury,W00-X59,15-24 years,15-24,296
Illinois,17,Other external causes of accidental injury,W00-X59,25-34 years,25-34,788
Illinois,17,Other external causes of accidental injury,W00-X59,35-44 years,35-44,886
Illinois,17,Other external causes of accidental injury,W00-X59,45-54 years,45-54,930
Illinois,17,Other external causes of accidental injury,W00-X59,55-64 years,55-64,1110
Illinois,17,Other external causes of accidental injury,W00-X59,65-74 years,65-74,579
Illinois,17,Other external causes of accidental injury,W00-X59,75-84 years,75-84,566
Illinois,17,Other external causes of accidental injury,W00-X59,85+ years,85+,835
Illinois,17,Intentional self-harm,X60-X84,5-14 years,5-14,18
Illinois,17,Intentional self-harm,X60-X84,15-24 years,15-24,194
Illinois,17,Intentional self-harm,X60-X84,25-34 years,25-34,275
Illinois,17,Intentional self-harm,X60-X84,35-44 years,35-44,224
Illinois,17,Intentional self-harm,X60-X84,45-54 years,45-54,249
Illinois,17,Intentional self-harm,X60-X84,55-64 years,55-64,216
Illinois,17,Intentional self-harm,X60-X84,65-74 years,65-74,145
Illinois,17,Intentional self-harm,X60-X84,75-84 years,75-84,97
Illinois,17,Intentional self-harm,X60-X84,85+ years,85+,33
Illinois,17,Assault,X85-Y09,< 1 year,1,14
Illinois,17,Assault,X85-Y09,5-14 years,5-14,29
Illinois,17,Assault,X85-Y09,15-24 years,15-24,430
Illinois,17,Assault,X85-Y09,25-34 years,25-34,519
Illinois,17,Assault,X85-Y09,35-44 years,35-44,235
Illinois,17,Assault,X85-Y09,45-54 years,45-54,139
Illinois,17,Assault,X85-Y09,55-64 years,55-64,69
Illinois,17,Assault,X85-Y09,65-74 years,65-74,22
Illinois,17,Assault,X85-Y09,75-84 years,75-84,11
Illinois,17,Event of undetermined intent,Y10-Y34,15-24 years,15-24,12
Illinois,17,Event of undetermined intent,Y10-Y34,25-34 years,25-34,15
Illinois,17,Event of undetermined intent,Y10-Y34,35-44 years,35-44,27
Illinois,17,Event of undetermined intent,Y10-Y34,45-54 years,45-54,31
Illinois,17,Event of undetermined intent,Y10-Y34,55-64 years,55-64,13
Illinois,17,Complications of medical and surgical care,Y40-Y84,45-54 years,45-54,21
Illinois,17,Complications of medical and surgical care,Y40-Y84,55-64 years,55-64,40
Illinois,17,Complications of medical and surgical care,Y40-Y84,65-74 years,65-74,52
Illinois,17,Complications of medical and surgical care,Y40-Y84,75-84 years,75-84,46
Illinois,17,Complications of medical and surgical care,Y40-Y84,85+ years,85+,22
Illinois,17,Sequelae of external causes of morbidity and mortality,Y85-Y89,45-54 years,45-54,11
Illinois,17,Sequelae of external causes of morbidity and mortality,Y85-Y89,55-64 years,55-64,10
Illinois,17,Sequelae of external causes of morbidity and mortality,Y85-Y89,65-74 years,65-74,14
Indiana,18,Intestinal infectious diseases,A00-A09,55-64 years,55-64,17
Indiana,18,Intestinal infectious diseases,A00-A09,65-74 years,65-74,33
Indiana,18,Intestinal infectious diseases,A00-A09,75-84 years,75-84,43
Indiana,18,Intestinal infectious diseases,A00-A09,85+ years,85+,38
Indiana,18,Other bacterial diseases,A30-A49,25-34 years,25-34,15
Indiana,18,Other bacterial diseases,A30-A49,35-44 years,35-44,26
Indiana,18,Other bacterial diseases,A30-A49,45-54 years,45-54,46
Indiana,18,Other bacterial diseases,A30-A49,55-64 years,55-64,179
Indiana,18,Other bacterial diseases,A30-A49,65-74 years,65-74,250
Indiana,18,Other bacterial diseases,A30-A49,75-84 years,75-84,252
Indiana,18,Other bacterial diseases,A30-A49,85+ years,85+,199
Indiana,18,Viral hepatitis,B15-B19,45-54 years,45-54,10
Indiana,18,Viral hepatitis,B15-B19,55-64 years,55-64,25
Indiana,18,Viral hepatitis,B15-B19,65-74 years,65-74,26
Indiana,18,Human immunodeficiency virus [HIV] disease,B20-B24,45-54 years,45-54,14
Indiana,18,Human immunodeficiency virus [HIV] disease,B20-B24,55-64 years,55-64,15
Indiana,18,Other viral diseases,B25-B34,85+ years,85+,12
Indiana,18,Malignant neoplasms,C00-C97,1-4 years,1-4,10
Indiana,18,Malignant neoplasms,C00-C97,5-14 years,5-14,23
Indiana,18,Malignant neoplasms,C00-C97,15-24 years,15-24,35
Indiana,18,Malignant neoplasms,C00-C97,25-34 years,25-34,90
Indiana,18,Malignant neoplasms,C00-C97,35-44 years,35-44,242
Indiana,18,Malignant neoplasms,C00-C97,45-54 years,45-54,826
Indiana,18,Malignant neoplasms,C00-C97,55-64 years,55-64,2542
Indiana,18,Malignant neoplasms,C00-C97,65-74 years,65-74,4263
Indiana,18,Malignant neoplasms,C00-C97,75-84 years,75-84,3782
Indiana,18,Malignant neoplasms,C00-C97,85+ years,85+,2169
Indiana,18,Benign neoplasms,D10-D36,65-74 years,65-74,12
Indiana,18,Benign neoplasms,D10-D36,75-84 years,75-84,16
Indiana,18,Benign neoplasms,D10-D36,85+ years,85+,10
Indiana,18,Neoplasms of uncertain or unknown behaviour,D37-D48,55-64 years,55-64,32
Indiana,18,Neoplasms of uncertain or unknown behaviour,D37-D48,65-74 years,65-74,77
Indiana,18,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,110
Indiana,18,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,96
Indiana,18,Aplastic and other anaemias,D60-D64,55-64 years,55-64,14
Indiana,18,Aplastic and other anaemias,D60-D64,65-74 years,65-74,21
Indiana,18,Aplastic and other anaemias,D60-D64,75-84 years,75-84,25
Indiana,18,Aplastic and other anaemias,D60-D64,85+ years,85+,39
Indiana,18,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,55-64 years,55-64,14
Indiana,18,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,14
Indiana,18,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,18
Indiana,18,Other diseases of blood and blood-forming organs,D70-D76,65-74 years,65-74,11
Indiana,18,Other diseases of blood and blood-forming organs,D70-D76,75-84 years,75-84,11
Indiana,18,Certain disorders involving the immune mechanism,D80-D89,55-64 years,55-64,10
Indiana,18,Disorders of thyroid gland,E00-E07,65-74 years,65-74,11
Indiana,18,Disorders of thyroid gland,E00-E07,75-84 years,75-84,18
Indiana,18,Disorders of thyroid gland,E00-E07,85+ years,85+,39
Indiana,18,Diabetes mellitus,E10-E14,15-24 years,15-24,10
Indiana,18,Diabetes mellitus,E10-E14,25-34 years,25-34,28
Indiana,18,Diabetes mellitus,E10-E14,35-44 years,35-44,62
Indiana,18,Diabetes mellitus,E10-E14,45-54 years,45-54,175
Indiana,18,Diabetes mellitus,E10-E14,55-64 years,55-64,482
Indiana,18,Diabetes mellitus,E10-E14,65-74 years,65-74,674
Indiana,18,Diabetes mellitus,E10-E14,75-84 years,75-84,635
Indiana,18,Diabetes mellitus,E10-E14,85+ years,85+,471
Indiana,18,Malnutrition,E40-E46,55-64 years,55-64,20
Indiana,18,Malnutrition,E40-E46,65-74 years,65-74,45
Indiana,18,Malnutrition,E40-E46,75-84 years,75-84,99
Indiana,18,Malnutrition,E40-E46,85+ years,85+,211
Indiana,18,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,25
Indiana,18,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,51
Indiana,18,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,71
Indiana,18,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,56
Indiana,18,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,28
Indiana,18,Metabolic disorders,E70-E88,35-44 years,35-44,13
Indiana,18,Metabolic disorders,E70-E88,45-54 years,45-54,42
Indiana,18,Metabolic disorders,E70-E88,55-64 years,55-64,102
Indiana,18,Metabolic disorders,E70-E88,65-74 years,65-74,190
Indiana,18,Metabolic disorders,E70-E88,75-84 years,75-84,244
Indiana,18,Metabolic disorders,E70-E88,85+ years,85+,236
Indiana,18,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,33
Indiana,18,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,247
Indiana,18,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,747
Indiana,18,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,1776
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,26
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,52
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,88
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,135
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,66
Indiana,18,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,17
Indiana,18,Inflammatory diseases of the central nervous system,G00-G09,55-64 years,55-64,10
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,35-44 years,35-44,14
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,28
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,54
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,71
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,43
Indiana,18,Systemic atrophies primarily affecting the central nervous system,G10-G14,85+ years,85+,13
Indiana,18,Extrapyramidal and movement disorders,G20-G25,55-64 years,55-64,26
Indiana,18,Extrapyramidal and movement disorders,G20-G25,65-74 years,65-74,163
Indiana,18,Extrapyramidal and movement disorders,G20-G25,75-84 years,75-84,400
Indiana,18,Extrapyramidal and movement disorders,G20-G25,85+ years,85+,302
Indiana,18,Other degenerative diseases of the nervous system,G30-G31,55-64 years,55-64,50
Indiana,18,Other degenerative diseases of the nervous system,G30-G31,65-74 years,65-74,285
Indiana,18,Other degenerative diseases of the nervous system,G30-G31,75-84 years,75-84,936
Indiana,18,Other degenerative diseases of the nervous system,G30-G31,85+ years,85+,2035
Indiana,18,Demyelinating diseases of the central nervous system,G35-G37,35-44 years,35-44,15
Indiana,18,Demyelinating diseases of the central nervous system,G35-G37,45-54 years,45-54,13
Indiana,18,Demyelinating diseases of the central nervous system,G35-G37,55-64 years,55-64,33
Indiana,18,Demyelinating diseases of the central nervous system,G35-G37,65-74 years,65-74,36
Indiana,18,Demyelinating diseases of the central nervous system,G35-G37,75-84 years,75-84,25
Indiana,18,Episodic and paroxysmal disorders,G40-G47,45-54 years,45-54,17
Indiana,18,Episodic and paroxysmal disorders,G40-G47,55-64 years,55-64,23
Indiana,18,Episodic and paroxysmal disorders,G40-G47,65-74 years,65-74,31
Indiana,18,Episodic and paroxysmal disorders,G40-G47,75-84 years,75-84,18
Indiana,18,Episodic and paroxysmal disorders,G40-G47,85+ years,85+,14
Indiana,18,Diseases of myoneural junction and muscle,G70-G72,65-74 years,65-74,19
Indiana,18,Diseases of myoneural junction and muscle,G70-G72,75-84 years,75-84,15
Indiana,18,Diseases of myoneural junction and muscle,G70-G72,85+ years,85+,11
Indiana,18,Cerebral palsy and other paralytic syndromes,G80-G83,15-24 years,15-24,10
Indiana,18,Cerebral palsy and other paralytic syndromes,G80-G83,35-44 years,35-44,12
Indiana,18,Cerebral palsy and other paralytic syndromes,G80-G83,55-64 years,55-64,22
Indiana,18,Cerebral palsy and other paralytic syndromes,G80-G83,65-74 years,65-74,20
Indiana,18,Cerebral palsy and other paralytic syndromes,G80-G83,75-84 years,75-84,16
Indiana,18,Other disorders of the nervous system,G90-G98,25-34 years,25-34,12
Indiana,18,Other disorders of the nervous system,G90-G98,35-44 years,35-44,16
Indiana,18,Other disorders of the nervous system,G90-G98,45-54 years,45-54,38
Indiana,18,Other disorders of the nervous system,G90-G98,55-64 years,55-64,80
Indiana,18,Other disorders of the nervous system,G90-G98,65-74 years,65-74,108
Indiana,18,Other disorders of the nervous system,G90-G98,75-84 years,75-84,85
Indiana,18,Other disorders of the nervous system,G90-G98,85+ years,85+,60
Indiana,18,Chronic rheumatic heart diseases,I05-I09,55-64 years,55-64,11
Indiana,18,Chronic rheumatic heart diseases,I05-I09,65-74 years,65-74,22
Indiana,18,Chronic rheumatic heart diseases,I05-I09,75-84 years,75-84,31
Indiana,18,Chronic rheumatic heart diseases,I05-I09,85+ years,85+,21
Indiana,18,Hypertensive diseases,I10-I15,25-34 years,25-34,18
Indiana,18,Hypertensive diseases,I10-I15,35-44 years,35-44,62
Indiana,18,Hypertensive diseases,I10-I15,45-54 years,45-54,152
Indiana,18,Hypertensive diseases,I10-I15,55-64 years,55-64,343
Indiana,18,Hypertensive diseases,I10-I15,65-74 years,65-74,506
Indiana,18,Hypertensive diseases,I10-I15,75-84 years,75-84,491
Indiana,18,Hypertensive diseases,I10-I15,85+ years,85+,910
Indiana,18,Ischaemic heart diseases,I20-I25,25-34 years,25-34,20
Indiana,18,Ischaemic heart diseases,I20-I25,35-44 years,35-44,135
Indiana,18,Ischaemic heart diseases,I20-I25,45-54 years,45-54,410
Indiana,18,Ischaemic heart diseases,I20-I25,55-64 years,55-64,1164
Indiana,18,Ischaemic heart diseases,I20-I25,65-74 years,65-74,1850
Indiana,18,Ischaemic heart diseases,I20-I25,75-84 years,75-84,1963
Indiana,18,Ischaemic heart diseases,I20-I25,85+ years,85+,2200
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,25-34 years,25-34,10
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,35-44 years,35-44,24
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,45-54 years,45-54,35
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,55-64 years,55-64,82
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,65-74 years,65-74,114
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,75-84 years,75-84,124
Indiana,18,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,85+ years,85+,91
Indiana,18,Other forms of heart disease,I30-I51,15-24 years,15-24,16
Indiana,18,Other forms of heart disease,I30-I51,25-34 years,25-34,44
Indiana,18,Other forms of heart disease,I30-I51,35-44 years,35-44,103
Indiana,18,Other forms of heart disease,I30-I51,45-54 years,45-54,229
Indiana,18,Other forms of heart disease,I30-I51,55-64 years,55-64,574
Indiana,18,Other forms of heart disease,I30-I51,65-74 years,65-74,1017
Indiana,18,Other forms of heart disease,I30-I51,75-84 years,75-84,1301
Indiana,18,Other forms of heart disease,I30-I51,85+ years,85+,1988
Indiana,18,Cerebrovascular diseases,I60-I69,25-34 years,25-34,15
Indiana,18,Cerebrovascular diseases,I60-I69,35-44 years,35-44,42
Indiana,18,Cerebrovascular diseases,I60-I69,45-54 years,45-54,132
Indiana,18,Cerebrovascular diseases,I60-I69,55-64 years,55-64,312
Indiana,18,Cerebrovascular diseases,I60-I69,65-74 years,65-74,596
Indiana,18,Cerebrovascular diseases,I60-I69,75-84 years,75-84,992
Indiana,18,Cerebrovascular diseases,I60-I69,85+ years,85+,1326
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,35-44 years,35-44,13
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,45-54 years,45-54,19
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,55-64 years,55-64,83
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,65-74 years,65-74,146
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,75-84 years,75-84,146
Indiana,18,"Diseases of arteries, arterioles and capillaries",I70-I78,85+ years,85+,156
Indiana,18,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,45-54 years,45-54,16
Indiana,18,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,55-64 years,55-64,24
Indiana,18,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,65-74 years,65-74,19
Indiana,18,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,85+ years,85+,11
Indiana,18,Influenza and pneumonia,J09-J18,35-44 years,35-44,12
Indiana,18,Influenza and pneumonia,J09-J18,45-54 years,45-54,36
Indiana,18,Influenza and pneumonia,J09-J18,55-64 years,55-64,83
Indiana,18,Influenza and pneumonia,J09-J18,65-74 years,65-74,154
Indiana,18,Influenza and pneumonia,J09-J18,75-84 years,75-84,173
Indiana,18,Influenza and pneumonia,J09-J18,85+ years,85+,244
Indiana,18,Chronic lower respiratory diseases,J40-J47,35-44 years,35-44,18
Indiana,18,Chronic lower respiratory diseases,J40-J47,45-54 years,45-54,111
Indiana,18,Chronic lower respiratory diseases,J40-J47,55-64 years,55-64,583
Indiana,18,Chronic lower respiratory diseases,J40-J47,65-74 years,65-74,1212
Indiana,18,Chronic lower respiratory diseases,J40-J47,75-84 years,75-84,1343
Indiana,18,Chronic lower respiratory diseases,J40-J47,85+ years,85+,947
Indiana,18,Lung diseases due to external agents,J60-J70,35-44 years,35-44,11
Indiana,18,Lung diseases due to external agents,J60-J70,45-54 years,45-54,17
Indiana,18,Lung diseases due to external agents,J60-J70,55-64 years,55-64,67
Indiana,18,Lung diseases due to external agents,J60-J70,65-74 years,65-74,109
Indiana,18,Lung diseases due to external agents,J60-J70,75-84 years,75-84,135
Indiana,18,Lung diseases due to external agents,J60-J70,85+ years,85+,178
Indiana,18,Other respiratory diseases principally affecting the interstitium,J80-J84,45-54 years,45-54,14
Indiana,18,Other respiratory diseases principally affecting the interstitium,J80-J84,55-64 years,55-64,47
Indiana,18,Other respiratory diseases principally affecting the interstitium,J80-J84,65-74 years,65-74,142
Indiana,18,Other respiratory diseases principally affecting the interstitium,J80-J84,75-84 years,75-84,199
Indiana,18,Other respiratory diseases principally affecting the interstitium,J80-J84,85+ years,85+,127
Indiana,18,Other diseases of pleura,J90-J94,75-84 years,75-84,11
Indiana,18,Other diseases of pleura,J90-J94,85+ years,85+,21
Indiana,18,Other diseases of the respiratory system,J96-J98,45-54 years,45-54,24
Indiana,18,Other diseases of the respiratory system,J96-J98,55-64 years,55-64,82
Indiana,18,Other diseases of the respiratory system,J96-J98,65-74 years,65-74,146
Indiana,18,Other diseases of the respiratory system,J96-J98,75-84 years,75-84,148
Indiana,18,Other diseases of the respiratory system,J96-J98,85+ years,85+,114
Indiana,18,"Diseases of oesophagus, stomach and duodenum",K20-K31,45-54 years,45-54,16
Indiana,18,"Diseases of oesophagus, stomach and duodenum",K20-K31,55-64 years,55-64,26
Indiana,18,"Diseases of oesophagus, stomach and duodenum",K20-K31,65-74 years,65-74,42
Indiana,18,"Diseases of oesophagus, stomach and duodenum",K20-K31,75-84 years,75-84,36
Indiana,18,"Diseases of oesophagus, stomach and duodenum",K20-K31,85+ years,85+,65
